Auth_ID,Date Authorisation,Cust ID,Amount,Date Procedure,Region,Vulnerable,Notes
9001265,23/07/2020,2368,43.39,29/08/2020,North,FALSE,
9001266,23/07/2020,3638,43.85,13/08/2020,South,FALSE,
9001267,23/07/2020,3235,48.07,12/08/2020,London,FALSE,
9001268,23/07/2020,3787,57.66,25/07/2020,West,FALSE,
9001269,23/07/2020,2656,13.69,28/07/2020,West,,
9001270,23/07/2020,2489,55.13,28/10/2020,East,FALSE,
9001271,23/07/2020,1064,54.47,21/10/2020,East,FALSE,
9001272,23/07/2020,2194,-2.97,14/08/2020,South,FALSE,
9001273,23/07/2020,1312,33.24,21/09/2020,North,FALSE,
9001274,24/07/2020,1101,70.9,19/09/2020,London,FALSE,
9001275,24/07/2020,3649,54.44,06/08/2020,West,FALSE,
9001276,24/07/2020,2073,59.18,21/10/2020,North,FALSE,
9001277,24/07/2020,1130,17.22,04/10/2020,South,FALSE,
9001278,24/07/2020,3941,33.08,27/10/2020,East,FALSE,
9001279,24/07/2020,3771,64.47,13/10/2020,East,FALSE,
9001280,24/07/2020,3251,27.01,22/10/2020,London,FALSE,
9001281,24/07/2020,1481,27.23,08/08/2020,South,FALSE,
9001282,24/07/2020,3989,40.11,23/09/2020,North,FALSE,
9001283,24/07/2020,3675,25.35,15/10/2020,West,FALSE,
9001284,24/07/2020,2571,43.92,14/08/2020,London,FALSE,
9001285,24/07/2020,2714,30.94,30/07/2020,West,FALSE,
9001286,24/07/2020,2595,59.1,22/10/2020,South,FALSE,
9001287,24/07/2020,1582,15,30/10/2020,London,FALSE,
9001288,24/07/2020,1961,-6.01,03/09/2020,London,FALSE,
9001289,24/07/2020,3344,26.56,24/08/2020,North,FALSE,
9001290,24/07/2020,2790,56.36,01/10/2020,West,FALSE,
9001291,24/07/2020,2087,12.02,04/10/2020,London,FALSE,
9001292,24/07/2020,1032,101.63,28/09/2020,London,FALSE,
9001293,24/07/2020,2995,28.39,28/10/2020,West,FALSE,
9001294,25/07/2020,3462,-1.69,17/08/2020,London,FALSE,
9001295,25/07/2020,3847,18.52,03/08/2020,London,FALSE,
9001296,25/07/2020,2444,28.79,31/07/2020,West,FALSE,
9001297,25/07/2020,3251,39.84,12/08/2020,London,FALSE,
9001298,25/07/2020,1322,50.42,10/10/2020,West,FALSE,
9001299,25/07/2020,1323,4.32,27/09/2020,East,FALSE,
9001300,25/07/2020,2143,-0.66,22/08/2020,London,FALSE,
9001301,25/07/2020,2006,10.29,25/09/2020,South,FALSE,
9001302,25/07/2020,3422,33.05,07/08/2020,South,FALSE,
9001303,25/07/2020,3707,31.74,14/10/2020,West,FALSE,
9001304,25/07/2020,3525,86.47,29/09/2020,South,FALSE,
9001305,25/07/2020,2034,15.6,19/10/2020,East,FALSE,
9001306,25/07/2020,3698,60.4,20/08/2020,South,FALSE,
9001307,25/07/2020,2186,36.68,10/09/2020,East,FALSE,
9001308,25/07/2020,1057,63.68,01/08/2020,West,FALSE,
9001309,25/07/2020,2676,19.13,02/08/2020,East,FALSE,
9001310,25/07/2020,2313,51.65,08/10/2020,North,FALSE,
9001311,25/07/2020,2812,18.86,03/08/2020,West,FALSE,
9001312,25/07/2020,3107,6.22,06/10/2020,North,FALSE,
9001313,25/07/2020,3625,56.97,28/10/2020,South,FALSE,
9001314,25/07/2020,3344,18.51,17/10/2020,North,FALSE,
9001315,26/07/2020,1800,-3.44,23/10/2020,West,FALSE,
9001316,26/07/2020,2524,47.01,12/08/2020,London,FALSE,
9001317,26/07/2020,3425,-65.83,20/09/2020,London,FALSE,
9001318,26/07/2020,2747,44.13,29/07/2020,South,FALSE,
9001319,26/07/2020,2809,35.86,13/10/2020,London,FALSE,
9001320,26/07/2020,3694,50.58,12/10/2020,London,FALSE,
9001321,26/07/2020,2152,76.14,01/09/2020,East,FALSE,
9001322,26/07/2020,3024,42.43,08/08/2020,North,FALSE,
9001323,26/07/2020,3521,22.91,09/10/2020,London,FALSE,
9001324,26/07/2020,3745,63.82,31/08/2020,North,FALSE,
9001325,26/07/2020,2230,28.78,25/09/2020,East,FALSE,
9001326,26/07/2020,1400,13.85,29/09/2020,South,FALSE,
9001327,26/07/2020,1914,80.8,14/08/2020,West,FALSE,
9001328,26/07/2020,2096,-2.69,15/08/2020,London,FALSE,
9001329,26/07/2020,1945,43.08,03/10/2020,South,FALSE,
9001330,26/07/2020,2723,37.75,21/08/2020,London,,
9001331,26/07/2020,3879,47.41,22/08/2020,London,FALSE,
9001332,26/07/2020,2507,-32.96,20/09/2020,London,TRUE,
9001333,27/07/2020,1534,41.32,26/09/2020,South,FALSE,
9001334,27/07/2020,3470,8.37,10/09/2020,London,FALSE,
9001335,27/07/2020,3568,70.85,03/10/2020,North,FALSE,
9001336,27/07/2020,2904,29.56,22/08/2020,London,FALSE,
9001337,27/07/2020,2567,-19.52,31/07/2020,South,FALSE,
9001338,27/07/2020,2347,37.41,29/09/2020,East,FALSE,
9001339,27/07/2020,1754,5.75,08/08/2020,South,FALSE,
9001340,27/07/2020,3558,8.2,12/09/2020,West,FALSE,
9001341,27/07/2020,3659,44.08,29/09/2020,South,FALSE,
9001342,27/07/2020,3778,51.23,19/09/2020,North,FALSE,
9001343,27/07/2020,2832,12.72,06/10/2020,East,FALSE,
9001344,27/07/2020,2853,-4.89,26/09/2020,North,FALSE,
9001345,27/07/2020,3265,30.28,03/08/2020,East,FALSE,
9001346,27/07/2020,3922,-49.93,28/07/2020,North,FALSE,
9001347,27/07/2020,3900,63.36,25/10/2020,South,FALSE,
9001348,27/07/2020,2408,-4.22,14/08/2020,London,FALSE,
9001349,27/07/2020,1572,-21.97,15/10/2020,South,FALSE,
9001350,28/07/2020,2649,6.42,24/08/2020,London,FALSE,
9001351,28/07/2020,1088,28.43,18/09/2020,North,FALSE,
9001352,28/07/2020,3835,28.99,13/08/2020,London,FALSE,
9001353,28/07/2020,2963,11.6,12/09/2020,London,FALSE,
9001354,28/07/2020,3920,11.87,23/08/2020,North,FALSE,
9001355,28/07/2020,3427,68.02,27/10/2020,North,FALSE,
9001356,28/07/2020,1906,59.82,31/08/2020,South,FALSE,
9001357,28/07/2020,3190,54.82,24/10/2020,North,FALSE,
9001358,28/07/2020,3897,37.55,12/09/2020,South,FALSE,
9001359,28/07/2020,1522,21.58,05/10/2020,North,FALSE,
9001360,28/07/2020,1257,44.58,05/08/2020,South,FALSE,
9001361,28/07/2020,1317,-27.58,27/08/2020,South,FALSE,
9001362,28/07/2020,1623,37.79,07/09/2020,West,FALSE,
9001363,28/07/2020,2431,21.77,11/08/2020,London,FALSE,
9001364,28/07/2020,3630,-53.03,23/09/2020,North,FALSE,
9001365,28/07/2020,2882,47.75,30/07/2020,South,FALSE,
9001366,28/07/2020,2246,52.17,16/10/2020,North,FALSE,
9001367,28/07/2020,3262,11.32,13/10/2020,West,FALSE,
9001368,28/07/2020,2545,-26.58,01/09/2020,West,FALSE,
9001369,28/07/2020,3116,30.43,16/09/2020,London,FALSE,
9001370,28/07/2020,3812,40.51,29/09/2020,London,FALSE,
9001371,29/07/2020,1000,23.53,15/09/2020,South,FALSE,
9001372,29/07/2020,1119,-7.36,07/09/2020,London,FALSE,
9001373,29/07/2020,3628,7.84,06/11/2020,South,FALSE,
9001374,29/07/2020,2082,-15.07,14/09/2020,South,FALSE,
9001375,29/07/2020,3180,68.93,23/08/2020,West,FALSE,
9001376,29/07/2020,2462,43.94,22/09/2020,East,FALSE,
9001377,29/07/2020,2937,39.77,30/09/2020,London,FALSE,
9001378,29/07/2020,1073,-14.69,01/10/2020,London,FALSE,
9001379,29/07/2020,2613,18.95,03/11/2020,London,FALSE,
9001380,29/07/2020,2421,72.79,03/08/2020,West,FALSE,
9001381,29/07/2020,3364,-3.57,18/09/2020,West,FALSE,
9001382,29/07/2020,1858,31,01/08/2020,North,FALSE,
9001383,29/07/2020,3826,56.26,24/09/2020,London,FALSE,
9001384,29/07/2020,2776,43.27,26/08/2020,South,FALSE,
9001385,29/07/2020,2974,50.43,20/09/2020,East,FALSE,
9001386,29/07/2020,1273,27.09,25/09/2020,London,FALSE,
9001387,29/07/2020,3568,27.9,08/10/2020,North,FALSE,
9001388,29/07/2020,1623,38.32,27/10/2020,West,FALSE,
9001389,29/07/2020,2024,78.78,16/10/2020,North,FALSE,
9001390,29/07/2020,2104,39.85,09/09/2020,South,FALSE,
9001391,29/07/2020,3630,17.05,02/09/2020,North,FALSE,
9001392,30/07/2020,1678,-2.36,10/08/2020,North,FALSE,
9001393,30/07/2020,3822,33.48,30/08/2020,South,FALSE,
9001394,30/07/2020,3240,43.36,27/09/2020,East,FALSE,
9001395,30/07/2020,1227,26.31,02/08/2020,South,FALSE,
9001396,30/07/2020,1622,14.46,27/08/2020,North,FALSE,
9001397,30/07/2020,3649,67.2,23/08/2020,West,FALSE,
9001398,30/07/2020,1157,10.27,02/08/2020,West,FALSE,
9001399,30/07/2020,1408,2.26,21/08/2020,West,FALSE,
9001400,30/07/2020,3435,7.06,18/10/2020,North,FALSE,
9001401,30/07/2020,3502,48.26,06/11/2020,London,FALSE,
9001402,30/07/2020,1284,57.62,06/11/2020,South,FALSE,
9001403,30/07/2020,1820,-36,04/08/2020,North,FALSE,
9001404,30/07/2020,3369,83.57,20/10/2020,North,FALSE,
9001405,30/07/2020,2047,33.34,09/09/2020,South,FALSE,
9001406,30/07/2020,3279,18.71,31/08/2020,West,FALSE,
9001407,30/07/2020,2002,41.84,17/10/2020,London,FALSE,
9001408,30/07/2020,1955,82.2,29/10/2020,East,FALSE,
9001409,31/07/2020,1987,34.76,12/10/2020,North,FALSE,
9001410,31/07/2020,1886,33.65,13/08/2020,North,FALSE,
9001411,31/07/2020,3098,12.87,09/08/2020,London,FALSE,
9001412,31/07/2020,2903,-2.39,26/09/2020,South,FALSE,
9001413,31/07/2020,3291,70.55,07/08/2020,North,FALSE,
9001414,31/07/2020,2374,17.89,27/10/2020,London,FALSE,
9001415,31/07/2020,3922,17.23,25/09/2020,North,FALSE,
9001416,31/07/2020,1720,43.83,22/09/2020,East,FALSE,
9001417,31/07/2020,3431,18.26,23/08/2020,West,FALSE,
9001418,31/07/2020,2053,60.06,03/11/2020,East,FALSE,
9001419,31/07/2020,3998,-5.22,24/08/2020,London,FALSE,
9001420,31/07/2020,1120,11.11,21/09/2020,South,FALSE,
9001421,31/07/2020,1689,55.14,16/10/2020,East,FALSE,
9001422,31/07/2020,2869,19.57,07/08/2020,South,FALSE,
9001423,31/07/2020,2866,-46.7,08/08/2020,South,TRUE,
9001424,31/07/2020,2303,48.37,09/10/2020,South,FALSE,
9001425,31/07/2020,2639,33.4,04/11/2020,East,FALSE,
9001426,31/07/2020,1808,-1.18,20/09/2020,West,FALSE,
9001427,31/07/2020,2607,40.15,28/09/2020,West,FALSE,
9001428,31/07/2020,1947,61.3,06/11/2020,South,FALSE,
9001429,01/08/2020,3892,47.4,24/08/2020,East,FALSE,
9001430,01/08/2020,3798,73.49,28/08/2020,West,FALSE,
9001431,01/08/2020,3256,59.51,15/08/2020,West,FALSE,
9001432,01/08/2020,1934,46.91,19/08/2020,West,FALSE,
9001433,01/08/2020,2639,24.88,09/11/2020,East,FALSE,
9001434,01/08/2020,3543,39.21,13/08/2020,London,FALSE,
9001435,01/08/2020,1623,-34.38,10/09/2020,West,FALSE,
9001436,01/08/2020,2481,18.77,02/10/2020,South,FALSE,
9001437,01/08/2020,2769,28.43,17/09/2020,North,FALSE,
9001438,01/08/2020,3546,12.25,16/08/2020,South,FALSE,
9001439,01/08/2020,1994,26.55,13/10/2020,East,FALSE,
9001440,01/08/2020,3173,0.23,08/08/2020,South,FALSE,
9001441,01/08/2020,1409,49.32,03/08/2020,East,FALSE,
9001442,01/08/2020,3061,23.05,09/08/2020,North,FALSE,
9001443,01/08/2020,1744,4.81,11/08/2020,North,FALSE,
9001444,01/08/2020,1313,-46.09,16/10/2020,London,FALSE,
9001445,01/08/2020,3034,43.88,25/10/2020,North,FALSE,
9001446,01/08/2020,3838,37.43,05/11/2020,North,FALSE,
9001447,01/08/2020,3768,10.78,01/11/2020,West,FALSE,
9001448,01/08/2020,1923,0.38,09/11/2020,West,FALSE,
9001449,01/08/2020,2910,18.79,03/10/2020,South,FALSE,
9001450,02/08/2020,1287,124.01,17/10/2020,South,FALSE,
9001451,02/08/2020,2257,101.62,14/09/2020,South,FALSE,
9001452,02/08/2020,3244,40.01,18/08/2020,West,FALSE,
9001453,02/08/2020,3956,56.09,14/10/2020,West,FALSE,
9001454,02/08/2020,1171,32.44,05/11/2020,West,FALSE,
9001455,02/08/2020,2826,30.72,07/09/2020,North,FALSE,
9001456,02/08/2020,2235,21.16,13/10/2020,North,FALSE,
9001457,02/08/2020,2141,47.16,19/09/2020,East,FALSE,
9001458,02/08/2020,2277,0.55,10/08/2020,London,FALSE,
9001459,02/08/2020,1202,28.94,08/09/2020,West,FALSE,
9001460,02/08/2020,1921,33.06,10/10/2020,East,FALSE,
9001461,02/08/2020,3150,-3.3,20/08/2020,North,FALSE,
9001462,02/08/2020,1531,49.41,27/10/2020,North,FALSE,
9001463,02/08/2020,2192,50.51,23/09/2020,East,FALSE,
9001464,02/08/2020,3052,30.35,08/10/2020,London,FALSE,
9001465,02/08/2020,3530,46.75,09/09/2020,London,FALSE,
9001466,02/08/2020,3801,15.99,01/11/2020,West,FALSE,
9001467,02/08/2020,3030,7.85,04/11/2020,East,FALSE,
9001468,02/08/2020,2449,62.82,29/09/2020,South,FALSE,
9001469,03/08/2020,3313,-2.69,06/08/2020,North,FALSE,
9001470,03/08/2020,1232,58.66,05/08/2020,East,FALSE,
9001471,03/08/2020,2129,43.37,02/09/2020,London,FALSE,
9001472,03/08/2020,1156,20.21,13/10/2020,London,FALSE,
9001473,03/08/2020,2497,71.39,01/10/2020,London,FALSE,
9001474,03/08/2020,2572,82.58,08/10/2020,London,FALSE,
9001475,03/08/2020,2762,36.6,01/11/2020,West,FALSE,
9001476,03/08/2020,2542,61.51,08/10/2020,South,FALSE,
9001477,03/08/2020,2595,10.11,14/08/2020,South,FALSE,
9001478,03/08/2020,2362,0.36,22/09/2020,London,FALSE,
9001479,03/08/2020,2736,40.7,20/10/2020,East,FALSE,
9001480,03/08/2020,1573,21.39,02/11/2020,London,FALSE,
9001481,03/08/2020,1976,35.07,29/10/2020,North,FALSE,
9001482,03/08/2020,1010,13.42,14/10/2020,North,FALSE,
9001483,03/08/2020,2226,-20.09,07/10/2020,East,FALSE,
9001484,03/08/2020,3717,52.87,15/08/2020,West,FALSE,
9001485,03/08/2020,3226,-28.77,19/08/2020,London,FALSE,
9001486,03/08/2020,1066,26.7,17/09/2020,East,FALSE,
9001487,03/08/2020,1526,33.48,06/08/2020,West,FALSE,
9001488,03/08/2020,3012,50.22,26/10/2020,East,TRUE,
9001489,03/08/2020,3208,64.56,18/09/2020,North,FALSE,
9001490,03/08/2020,3686,15.49,11/08/2020,South,FALSE,
9001491,04/08/2020,3935,-3.51,26/10/2020,East,FALSE,
9001492,04/08/2020,2356,93.47,21/08/2020,North,FALSE,
9001493,04/08/2020,1361,31.3,04/09/2020,West,FALSE,
9001494,04/08/2020,3445,27.96,24/09/2020,London,FALSE,
9001495,04/08/2020,3561,-3.77,08/09/2020,East,FALSE,
9001496,04/08/2020,3998,26.86,11/08/2020,London,FALSE,
9001497,04/08/2020,2535,3.02,04/10/2020,East,FALSE,
9001498,04/08/2020,3262,28.22,01/09/2020,West,FALSE,
9001499,04/08/2020,2702,16.6,30/10/2020,West,FALSE,
9001500,04/08/2020,3313,39.54,03/11/2020,North,FALSE,
9001501,04/08/2020,2291,14.71,13/10/2020,North,FALSE,
9001502,04/08/2020,3305,34.9,13/10/2020,East,FALSE,
9001503,04/08/2020,1158,39.5,29/10/2020,East,FALSE,
9001504,04/08/2020,3881,17.42,04/10/2020,London,FALSE,
9001505,04/08/2020,1225,-25.44,29/10/2020,South,FALSE,
9001506,04/08/2020,1853,30.62,23/09/2020,West,FALSE,
9001507,04/08/2020,3189,87.44,21/09/2020,North,FALSE,
9001508,04/08/2020,3237,11.05,03/11/2020,South,FALSE,
9001509,04/08/2020,2090,47.9,06/11/2020,West,FALSE,
9001510,05/08/2020,3364,-25.57,29/09/2020,West,FALSE,
9001511,05/08/2020,3258,7.03,09/09/2020,London,FALSE,
9001512,05/08/2020,2555,-8.14,07/09/2020,North,FALSE,
9001513,05/08/2020,1218,25.51,15/08/2020,London,FALSE,
9001514,05/08/2020,2994,60.65,10/08/2020,North,FALSE,
9001515,05/08/2020,1616,5.02,27/09/2020,South,FALSE,
9001516,05/08/2020,1638,22.66,10/11/2020,London,FALSE,
9001517,05/08/2020,1964,25.52,26/10/2020,North,FALSE,
9001518,05/08/2020,3106,24.26,13/11/2020,West,FALSE,
9001519,05/08/2020,3547,3.88,29/09/2020,South,FALSE,
9001520,05/08/2020,2730,10.11,02/11/2020,London,FALSE,
9001521,05/08/2020,2684,-2.05,13/10/2020,East,TRUE,
9001522,05/08/2020,2707,52.26,13/11/2020,East,FALSE,
9001523,05/08/2020,1075,52.83,10/11/2020,East,FALSE,
9001524,05/08/2020,1311,46.13,25/08/2020,South,FALSE,
9001525,05/08/2020,3531,47.35,10/09/2020,East,FALSE,
9001526,05/08/2020,3580,21.37,04/09/2020,North,FALSE,
9001527,05/08/2020,3160,58.52,29/09/2020,London,FALSE,
9001528,05/08/2020,2490,-0.29,22/10/2020,North,FALSE,
9001529,05/08/2020,2634,71.24,17/09/2020,West,FALSE,
9001530,05/08/2020,3749,21.63,09/08/2020,London,FALSE,
9001531,05/08/2020,1015,2.22,22/09/2020,South,FALSE,
9001532,06/08/2020,1406,-0.41,12/09/2020,South,FALSE,
9001533,06/08/2020,1148,24.35,12/11/2020,South,FALSE,
9001534,06/08/2020,2714,-12.66,09/08/2020,West,FALSE,
9001535,06/08/2020,3838,-2.98,18/10/2020,North,FALSE,
9001536,06/08/2020,2143,23.07,29/10/2020,London,FALSE,
9001537,06/08/2020,3811,66.93,12/08/2020,East,FALSE,
9001538,06/08/2020,3337,34.98,07/11/2020,West,FALSE,
9001539,06/08/2020,2165,20.66,18/09/2020,East,FALSE,
9001540,06/08/2020,1238,46.17,15/08/2020,East,FALSE,
9001541,06/08/2020,3277,58.3,24/08/2020,West,FALSE,
9001542,06/08/2020,1911,15.54,08/11/2020,South,FALSE,
9001543,06/08/2020,2278,55.16,11/08/2020,North,TRUE,
9001544,06/08/2020,2260,-3.81,06/10/2020,North,FALSE,
9001545,06/08/2020,2955,10.91,08/10/2020,West,FALSE,
9001546,06/08/2020,3349,-3.22,30/09/2020,North,FALSE,
9001547,06/08/2020,3566,-5.67,17/09/2020,West,FALSE,
9001548,06/08/2020,3293,62.46,07/09/2020,South,FALSE,
9001549,06/08/2020,1458,38.6,15/10/2020,East,FALSE,
9001550,06/08/2020,2655,29.07,27/09/2020,South,,
9001551,06/08/2020,1790,40.37,08/08/2020,North,FALSE,
9001552,07/08/2020,2305,-8.91,30/08/2020,West,FALSE,
9001553,07/08/2020,1814,13.39,27/08/2020,North,FALSE,
9001554,07/08/2020,1123,18.92,31/10/2020,South,FALSE,
9001555,07/08/2020,2154,5.21,29/10/2020,London,FALSE,
9001556,07/08/2020,1173,57.68,04/10/2020,North,FALSE,
9001557,07/08/2020,1545,4.59,16/08/2020,South,FALSE,
9001558,07/08/2020,1322,-26.02,16/09/2020,West,FALSE,
9001559,07/08/2020,1364,74.41,03/09/2020,West,FALSE,
9001560,07/08/2020,1383,-27.8,31/10/2020,West,FALSE,
9001561,07/08/2020,2046,13.08,18/08/2020,East,FALSE,
9001562,07/08/2020,2433,11.6,02/10/2020,South,FALSE,
9001563,07/08/2020,2706,35.03,16/09/2020,West,FALSE,
9001564,07/08/2020,3707,-3.9,30/10/2020,West,FALSE,
9001565,07/08/2020,1658,72.89,12/11/2020,East,FALSE,
9001566,07/08/2020,2442,-10.54,30/09/2020,West,FALSE,
9001567,07/08/2020,2057,3.75,02/11/2020,West,FALSE,
9001568,07/08/2020,2984,35.5,04/10/2020,London,FALSE,
9001569,08/08/2020,2703,89.01,29/10/2020,North,FALSE,
9001570,08/08/2020,2750,65.63,22/08/2020,West,FALSE,
9001571,08/08/2020,3377,10.37,11/11/2020,South,FALSE,
9001572,08/08/2020,3506,11.12,25/08/2020,West,FALSE,
9001573,08/08/2020,3857,2.82,23/08/2020,South,FALSE,
9001574,08/08/2020,1472,11.53,21/10/2020,North,FALSE,
9001575,08/08/2020,1145,-37.46,10/08/2020,East,FALSE,
9001576,08/08/2020,3219,40.86,18/10/2020,London,FALSE,
9001577,08/08/2020,2364,38.8,12/11/2020,West,FALSE,
9001578,08/08/2020,1836,5.88,16/11/2020,West,FALSE,
9001579,08/08/2020,2320,58.43,07/09/2020,West,FALSE,
9001580,08/08/2020,3602,71.91,19/08/2020,London,FALSE,
9001581,08/08/2020,1461,0.75,09/10/2020,West,FALSE,
9001582,08/08/2020,3123,51.01,19/09/2020,East,FALSE,
9001583,08/08/2020,1885,38.39,17/08/2020,North,FALSE,
9001584,08/08/2020,3165,15.14,27/09/2020,North,FALSE,
9001585,08/08/2020,1332,-12.11,01/10/2020,West,FALSE,
9001586,08/08/2020,3830,24.88,25/09/2020,North,FALSE,
9001587,08/08/2020,1525,28.33,20/09/2020,West,FALSE,
9001588,08/08/2020,2562,75.39,08/10/2020,West,FALSE,
9001589,08/08/2020,3954,26.85,10/10/2020,South,FALSE,
9001590,09/08/2020,3743,36.05,23/08/2020,East,FALSE,
9001591,09/08/2020,2804,65.08,03/11/2020,North,FALSE,
9001592,09/08/2020,3110,32.29,20/08/2020,East,FALSE,
9001593,09/08/2020,1853,43.82,24/10/2020,West,FALSE,
9001594,09/08/2020,2467,-13.57,14/11/2020,West,,
9001595,09/08/2020,3654,48.87,21/08/2020,East,FALSE,
9001596,09/08/2020,2281,21.19,02/09/2020,East,FALSE,
9001597,09/08/2020,3130,15.25,13/08/2020,North,FALSE,
9001598,09/08/2020,1498,22.36,26/08/2020,West,FALSE,
9001599,09/08/2020,1725,-4.36,05/10/2020,North,FALSE,
9001600,09/08/2020,1271,66.12,16/09/2020,West,FALSE,
9001601,09/08/2020,3119,30.63,05/11/2020,London,FALSE,
9001602,09/08/2020,2952,44.24,20/10/2020,North,FALSE,
9001603,09/08/2020,2687,52.75,06/09/2020,London,FALSE,
9001604,09/08/2020,3604,45.49,18/09/2020,North,FALSE,
9001605,09/08/2020,3195,68.62,09/10/2020,North,FALSE,
9001606,09/08/2020,2872,40.48,09/11/2020,West,FALSE,
9001607,09/08/2020,1862,43.78,12/10/2020,West,FALSE,
9001608,09/08/2020,3774,-25.23,20/09/2020,West,FALSE,
9001609,09/08/2020,3346,53.28,26/09/2020,East,FALSE,
9001610,09/08/2020,2197,29.16,23/08/2020,South,FALSE,
9001611,10/08/2020,2493,36.87,22/10/2020,North,FALSE,
9001612,10/08/2020,2826,62.98,09/09/2020,North,FALSE,
9001613,10/08/2020,1044,19.34,04/09/2020,South,FALSE,
9001614,10/08/2020,1244,60.01,08/11/2020,London,FALSE,
9001615,10/08/2020,3079,-20.48,13/11/2020,West,FALSE,
9001616,10/08/2020,2651,28.54,15/08/2020,South,FALSE,
9001617,10/08/2020,2711,25.67,06/09/2020,East,FALSE,
9001618,10/08/2020,1697,46.27,28/08/2020,North,FALSE,
9001619,10/08/2020,1308,7.44,17/10/2020,North,FALSE,
9001620,10/08/2020,2896,40.73,08/11/2020,South,FALSE,
9001621,10/08/2020,1434,-20.77,07/10/2020,South,FALSE,
9001622,10/08/2020,1884,35.5,01/09/2020,East,FALSE,
9001623,10/08/2020,2405,-9.13,16/08/2020,West,,
9001624,10/08/2020,2856,43.76,25/08/2020,West,FALSE,
9001625,10/08/2020,1909,23.36,09/10/2020,South,FALSE,
9001626,10/08/2020,1463,31.7,06/11/2020,South,FALSE,
9001627,10/08/2020,1056,-24.97,22/10/2020,North,FALSE,
9001628,10/08/2020,3185,48.03,13/10/2020,West,FALSE,
9001629,10/08/2020,1503,32.54,24/10/2020,East,FALSE,
9001630,10/08/2020,3804,17.81,11/10/2020,West,FALSE,
9001631,10/08/2020,1946,24.47,13/08/2020,East,FALSE,
9001632,11/08/2020,2585,3.87,06/11/2020,East,FALSE,
9001633,11/08/2020,1724,-10.66,16/09/2020,South,FALSE,
9001634,11/08/2020,3038,83.3,,West,FALSE,
9001635,11/08/2020,3558,-42.27,27/09/2020,West,FALSE,
9001636,11/08/2020,2636,8.76,27/09/2020,East,FALSE,
9001637,11/08/2020,3129,51.43,11/10/2020,East,FALSE,
9001638,11/08/2020,2165,43.75,01/09/2020,East,FALSE,
9001639,11/08/2020,1341,47.35,15/11/2020,South,FALSE,
9001640,11/08/2020,2528,8.48,31/10/2020,London,FALSE,
9001641,11/08/2020,1895,45.7,12/09/2020,South,FALSE,
9001642,11/08/2020,3119,77.28,08/11/2020,London,FALSE,
9001643,11/08/2020,3558,69.45,27/08/2020,West,FALSE,
9001644,11/08/2020,1873,19.72,09/09/2020,London,FALSE,
9001645,11/08/2020,2228,47.76,05/11/2020,North,FALSE,
9001646,11/08/2020,1792,115.78,21/09/2020,North,FALSE,
9001647,11/08/2020,1841,60.27,13/09/2020,South,FALSE,
9001648,11/08/2020,1597,-7.14,19/09/2020,London,FALSE,
9001649,11/08/2020,1094,59.64,02/10/2020,South,FALSE,
9001650,11/08/2020,1236,65.46,10/09/2020,North,FALSE,
9001651,11/08/2020,2075,77.24,02/09/2020,East,FALSE,
9001652,12/08/2020,2005,2.31,25/08/2020,East,FALSE,
9001653,12/08/2020,2740,57.16,26/08/2020,London,FALSE,
9001654,12/08/2020,2893,13.18,17/09/2020,West,FALSE,
9001655,12/08/2020,3814,23.3,26/10/2020,North,FALSE,
9001656,12/08/2020,2608,35.24,29/09/2020,North,FALSE,
9001657,12/08/2020,1582,37.84,16/09/2020,London,FALSE,
9001658,12/08/2020,2856,34.35,26/09/2020,West,FALSE,
9001659,12/08/2020,1337,26.66,15/08/2020,London,FALSE,
9001660,12/08/2020,3086,20.26,19/10/2020,North,FALSE,
9001661,12/08/2020,1323,13.38,26/10/2020,East,FALSE,
9001662,12/08/2020,2232,-6.37,13/09/2020,East,FALSE,
9001663,12/08/2020,1584,35.45,20/09/2020,North,FALSE,
9001664,12/08/2020,1733,-3.93,13/08/2020,South,FALSE,
9001665,12/08/2020,1810,-4.93,12/10/2020,North,FALSE,
9001666,12/08/2020,3529,85.22,22/08/2020,South,FALSE,
9001667,12/08/2020,3295,59.86,15/10/2020,North,FALSE,
9001668,12/08/2020,3912,-37.41,19/08/2020,South,FALSE,
9001669,12/08/2020,3060,-15.56,07/09/2020,North,FALSE,
9001670,12/08/2020,2654,54.55,12/11/2020,South,,
9001671,12/08/2020,1402,44.3,23/10/2020,London,FALSE,
9001672,12/08/2020,3339,44.67,14/08/2020,London,FALSE,
9001673,13/08/2020,1896,-3.54,30/10/2020,South,FALSE,
9001674,13/08/2020,2901,11.15,08/11/2020,London,FALSE,
9001675,13/08/2020,3556,29.18,03/11/2020,London,FALSE,
9001676,13/08/2020,3436,33,29/08/2020,North,FALSE,
9001677,13/08/2020,3152,23.25,12/09/2020,North,FALSE,
9001678,13/08/2020,1893,87.83,06/10/2020,South,FALSE,
9001679,13/08/2020,3025,66.39,18/10/2020,North,FALSE,
9001680,13/08/2020,2654,17.07,19/10/2020,South,,
9001681,13/08/2020,2836,20.63,16/08/2020,North,FALSE,
9001682,13/08/2020,3875,36.42,09/09/2020,South,FALSE,
9001683,13/08/2020,1150,18.51,28/10/2020,East,FALSE,
9001684,13/08/2020,2635,38.26,06/11/2020,West,FALSE,
9001685,13/08/2020,3463,15.83,21/11/2020,West,FALSE,
9001686,13/08/2020,3538,24.93,09/09/2020,South,FALSE,
